"clim_var","period","gcm","scenario","dt","temp_f"
"tasmin","day","CanESM2","rcp45","2050-01-24",53.7558300780799
"tasmin","day","CanESM2","rcp45","2050-01-25",54.5571179198599
"tasmin","day","CanESM2","rcp45","2050-01-26",57.14796875
"tasmin","day","CanESM2","rcp45","2050-01-27",56.33849609384
"tasmin","day","CanESM2","rcp45","2050-01-28",49.2819775390399
"tasmin","day","CanESM2","rcp45","2050-01-29",44.0831372070199
"tasmin","day","CanESM2","rcp45","2050-01-30",49.28780029298
"tasmin","day","CanESM2","rcp45","2050-01-31",41.0867260741399
"tasmax","day","CanESM2","rcp45","2050-01-01",53.17509277346
"tasmax","day","CanESM2","rcp45","2050-01-02",54.28256958014
"tasmax","day","CanESM2","rcp45","2050-01-03",44.7240246582199
"tasmax","day","CanESM2","rcp45","2050-01-04",45.94630859384
"tasmax","day","CanESM2","rcp45","2050-01-05",51.83767211918
"tasmax","day","CanESM2","rcp45","2050-01-06",43.8475354003399
"tasmax","day","CanESM2","rcp45","2050-01-07",57.6106579588999
"tasmax","day","CanESM2","rcp45","2050-01-08",55.3508801268799
"tasmax","day","CanESM2","rcp45","2050-01-09",49.62991455086
"tasmax","day","CanESM2","rcp45","2050-01-10",37.76088989264
"tasmax","day","CanESM2","rcp45","2050-01-11",50.9348156737999
"tasmax","day","CanESM2","rcp45","2050-01-12",50.41032836918
"tasmax","day","CanESM2","rcp45","2050-01-13",49.5282910155799
"tasmax","day","CanESM2","rcp45","2050-01-14",45.02411621096
"tasmax","day","CanESM2","rcp45","2050-01-15",54.42742431644
"tasmax","day","CanESM2","rcp45","2050-01-16",54.2894360350999
"tasmax","day","CanESM2","rcp45","2050-01-17",51.8579418945199
"tasmax","day","CanESM2","rcp45","2050-01-18",50.21779296884
"tasmax","day","CanESM2","rcp45","2050-01-19",57.15417602534
"tasmax","day","CanESM2","rcp45","2050-01-20",57.76902587894
"tasmax","day","CanESM2","rcp45","2050-01-21",54.5106457518798
"tasmax","day","CanESM2","rcp45","2050-01-22",53.8464672850999
"tasmax","day","CanESM2","rcp45","2050-01-23",59.1093579101
"tasmax","day","CanESM2","rcp45","2050-01-24",62.4670544433199
"tasmax","day","CanESM2","rcp45","2050-01-25",62.5163830566799
"tasmax","day","CanESM2","rcp45","2050-01-26",61.19676025394
"tasmax","day","CanESM2","rcp45","2050-01-27",65.66693237312
"tasmax","day","CanESM2","rcp45","2050-01-28",62.95880249024
"tasmax","day","CanESM2","rcp45","2050-01-29",62.0237561036
"tasmax","day","CanESM2","rcp45","2050-01-30",57.7389233398999
"tasmax","day","CanESM2","rcp45","2050-01-31",64.4188305664399
"tasmin","day","MIROC5","rcp45","2050-01-01",31.2453381347599
"tasmin","day","MIROC5","rcp45","2050-01-02",30.52600830086
"tasmin","day","MIROC5","rcp45","2050-01-03",36.9475170899
"tasmin","day","MIROC5","rcp45","2050-01-04",40.4569897460599
"tasmin","day","MIROC5","rcp45","2050-01-05",38.1361828612999
"tasmin","day","MIROC5","rcp45","2050-01-06",37.21063964846
"tasmin","day","MIROC5","rcp45","2050-01-07",50.7367871094199
"tasmin","day","MIROC5","rcp45","2050-01-08",45.2029736328799
"tasmin","day","MIROC5","rcp45","2050-01-09",42.5128613280799
"tasmin","day","MIROC5","rcp45","2050-01-10",37.3787854003399
"tasmin","day","MIROC5","rcp45","2050-01-11",39.38153808596
"tasmin","day","MIROC5","rcp45","2050-01-12",38.6526501463999
"tasmin","day","MIROC5","rcp45","2050-01-13",38.4345166015399
"tasmin","day","MIROC5","rcp45","2050-01-14",33.6731518554799
"tasmin","day","MIROC5","rcp45","2050-01-15",38.0942150878399
"tasmin","day","MIROC5","rcp45","2050-01-16",44.0589123536
"tasmin","day","MIROC5","rcp45","2050-01-17",49.15497558596
"tasmin","day","MIROC5","rcp45","2050-01-18",55.4414624024
"tasmin","day","MIROC5","rcp45","2050-01-19",48.3576428222599
"tasmin","day","MIROC5","rcp45","2050-01-20",42.83492553716
"tasmin","day","MIROC5","rcp45","2050-01-21",43.2097790527399
"tasmin","day","MIROC5","rcp45","2050-01-22",43.2401562499999
"tasmin","day","MIROC5","rcp45","2050-01-23",45.2964123536
"tasmin","day","MIROC5","rcp45","2050-01-24",43.1779187011999
"tasmin","day","MIROC5","rcp45","2050-01-25",44.7504467774
"tasmin","day","MIROC5","rcp45","2050-01-26",47.1588146972599
"tasmin","day","MIROC5","rcp45","2050-01-27",48.3954907225999
"tasmin","day","MIROC5","rcp45","2050-01-28",48.9602978515399
"tasmin","day","MIROC5","rcp45","2050-01-29",50.61742065428
"tasmin","day","MIROC5","rcp45","2050-01-30",45.8149670411
"tasmin","day","MIROC5","rcp45","2050-01-31",42.8367382811599
"tasmax","day","MIROC5","rcp45","2050-01-01",47.6685253905799
"tasmax","day","MIROC5","rcp45","2050-01-02",59.2607495116399
"tasmax","day","MIROC5","rcp45","2050-01-03",63.99651611336
"tasmax","day","MIROC5","rcp45","2050-01-04",61.9084545898999
"tasmax","day","MIROC5","rcp45","2050-01-05",63.96811645514
"tasmax","day","MIROC5","rcp45","2050-01-06",63.2085217285999
"tasmax","day","MIROC5","rcp45","2050-01-07",57.24739501952
"tasmax","day","MIROC5","rcp45","2050-01-08",61.4799877929799
"tasmax","day","MIROC5","rcp45","2050-01-09",61.1778088378399
"tasmax","day","MIROC5","rcp45","2050-01-10",56.93884399418
"tasmax","day","MIROC5","rcp45","2050-01-11",64.3049572753399
"tasmax","day","MIROC5","rcp45","2050-01-12",63.2743847655799
"tasmax","day","MIROC5","rcp45","2050-01-13",56.68467529298
"tasmax","day","MIROC5","rcp45","2050-01-14",48.99457519538
"tasmax","day","MIROC5","rcp45","2050-01-15",49.1681591796199
"tasmax","day","MIROC5","rcp45","2050-01-16",50.3544079588999
"tasmax","day","MIROC5","rcp45","2050-01-17",57.1613171387
"tasmax","day","MIROC5","rcp45","2050-01-18",63.0839916991399
"tasmax","day","MIROC5","rcp45","2050-01-19",56.03483398442
"tasmax","day","MIROC5","rcp45","2050-01-20",65.60491455086
"tasmax","day","MIROC5","rcp45","2050-01-21",66.8507092286
"tasmax","day","MIROC5","rcp45","2050-01-22",64.1807568359599
"tasmax","day","MIROC5","rcp45","2050-01-23",67.7507092286
"tasmax","day","MIROC5","rcp45","2050-01-24",68.4429577636999
"tasmax","day","MIROC5","rcp45","2050-01-25",62.00288208014
"tasmax","day","MIROC5","rcp45","2050-01-26",69.0275952148999
"tasmax","day","MIROC5","rcp45","2050-01-27",70.4603222655799
"tasmax","day","MIROC5","rcp45","2050-01-28",71.5135815429799
"tasmax","day","MIROC5","rcp45","2050-01-29",69.17063720702
"tasmax","day","MIROC5","rcp45","2050-01-30",70.1951672362999
"tasmax","day","MIROC5","rcp45","2050-01-31",67.7145092773999
